Subject,LOCATION,Country,FREQUENCY,TIME,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
"Short-term interest rates, Per cent per annum",FRA,France,Q,2015-Q2,PC,Percentage,0,Units,,,-0.006533334,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2015-Q3,PC,Percentage,0,Units,,,-0.0278,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2015-Q4,PC,Percentage,0,Units,,,-0.08916666,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2016-Q1,PC,Percentage,0,Units,,,-0.1860667,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2016-Q2,PC,Percentage,0,Units,,,-0.2581,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2016-Q3,PC,Percentage,0,Units,,,-0.2981,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2016-Q4,PC,Percentage,0,Units,,,-0.3125,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2017-Q1,PC,Percentage,0,Units,,,-0.3278,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2017-Q2,PC,Percentage,0,Units,,,-0.3299667,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2017-Q3,PC,Percentage,0,Units,,,-0.3296333,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2017-Q4,PC,Percentage,0,Units,,,-0.3288,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2018-Q1,PC,Percentage,0,Units,,,-0.3283,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2018-Q2,PC,Percentage,0,Units,,,-0.3252333,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2018-Q3,PC,Percentage,0,Units,,,-0.3195,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2018-Q4,PC,Percentage,0,Units,,,-0.3153333,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2019-Q1,PC,Percentage,0,Units,,,-0.3085333,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2019-Q2,PC,Percentage,0,Units,,,-0.3171,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2019-Q3,PC,Percentage,0,Units,,,-0.3967333,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2019-Q4,PC,Percentage,0,Units,,,-0.4029667,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2020-Q1,PC,Percentage,0,Units,,,-0.4055,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2020-Q2,PC,Percentage,0,Units,,,-0.3006667,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2020-Q3,PC,Percentage,0,Units,,,-0.4717333,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2020-Q4,PC,Percentage,0,Units,,,-0.5227,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2021-Q1,PC,Percentage,0,Units,,,-0.5424666,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2021-Q2,PC,Percentage,0,Units,,,-0.5404,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2021-Q3,PC,Percentage,0,Units,,,-0.5458,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2021-Q4,PC,Percentage,0,Units,,,-0.5664,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2022-Q1,PC,Percentage,0,Units,,,-0.529,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2022-Q2,PC,Percentage,0,Units,,,-0.3576,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2022-Q3,PC,Percentage,0,Units,,,0.4807333,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2022-Q4,PC,Percentage,0,Units,,,1.772133,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2023-Q1,PC,Percentage,0,Units,,,2.631933,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2023-Q2,PC,Percentage,0,Units,,,3.356433,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2023-Q3,PC,Percentage,0,Units,,,3.777367,,
"Short-term interest rates, Per cent per annum",FRA,France,Q,2023-Q4,PC,Percentage,0,Units,,,3.956667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1960-Q1,PC,Percentage,0,Units,,,4.513333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1960-Q2,PC,Percentage,0,Units,,,4.826667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1960-Q3,PC,Percentage,0,Units,,,5.543334,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1960-Q4,PC,Percentage,0,Units,,,5.513333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1961-Q1,PC,Percentage,0,Units,,,4.173333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1961-Q2,PC,Percentage,0,Units,,,3.233333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1961-Q3,PC,Percentage,0,Units,,,3.103333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1961-Q4,PC,Percentage,0,Units,,,3.863333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1962-Q1,PC,Percentage,0,Units,,,2.963333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1962-Q2,PC,Percentage,0,Units,,,3.096667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1962-Q3,PC,Percentage,0,Units,,,3.25,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1962-Q4,PC,Percentage,0,Units,,,4.376667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1963-Q1,PC,Percentage,0,Units,,,3.376667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1963-Q2,PC,Percentage,0,Units,,,3.663333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1963-Q3,PC,Percentage,0,Units,,,3.846667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1963-Q4,PC,Percentage,0,Units,,,5.036667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1964-Q1,PC,Percentage,0,Units,,,3.373333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1964-Q2,PC,Percentage,0,Units,,,3.663333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1964-Q3,PC,Percentage,0,Units,,,3.893333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1964-Q4,PC,Percentage,0,Units,,,5.426667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1965-Q1,PC,Percentage,0,Units,,,4.036667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1965-Q2,PC,Percentage,0,Units,,,4.67,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1965-Q3,PC,Percentage,0,Units,,,5.236667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1965-Q4,PC,Percentage,0,Units,,,6.596667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1966-Q1,PC,Percentage,0,Units,,,5.426667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1966-Q2,PC,Percentage,0,Units,,,6.456666,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1966-Q3,PC,Percentage,0,Units,,,6.896667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1966-Q4,PC,Percentage,0,Units,,,7.726666,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1967-Q1,PC,Percentage,0,Units,,,5.43,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1967-Q2,PC,Percentage,0,Units,,,4.05,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1967-Q3,PC,Percentage,0,Units,,,3.5,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1967-Q4,PC,Percentage,0,Units,,,4.09,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1968-Q1,PC,Percentage,0,Units,,,3.43,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1968-Q2,PC,Percentage,0,Units,,,3.68,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1968-Q3,PC,Percentage,0,Units,,,3.56,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1968-Q4,PC,Percentage,0,Units,,,4.563334,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1969-Q1,PC,Percentage,0,Units,,,3.996667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1969-Q2,PC,Percentage,0,Units,,,4.76,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1969-Q3,PC,Percentage,0,Units,,,6.406667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1969-Q4,PC,Percentage,0,Units,,,7.98,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1970-Q1,PC,Percentage,0,Units,,,9.536667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1970-Q2,PC,Percentage,0,Units,,,9.89,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1970-Q3,PC,Percentage,0,Units,,,9.37,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1970-Q4,PC,Percentage,0,Units,,,8.83,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1971-Q1,PC,Percentage,0,Units,,,7.476666,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1971-Q2,PC,Percentage,0,Units,,,6.44,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1971-Q3,PC,Percentage,0,Units,,,7.603333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1971-Q4,PC,Percentage,0,Units,,,7.073333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1972-Q1,PC,Percentage,0,Units,,,4.956666,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1972-Q2,PC,Percentage,0,Units,,,4.713333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1972-Q3,PC,Percentage,0,Units,,,4.923333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1972-Q4,PC,Percentage,0,Units,,,7.85,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1973-Q1,PC,Percentage,0,Units,,,8.206667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1973-Q2,PC,Percentage,0,Units,,,12.22,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1973-Q3,PC,Percentage,0,Units,,,14.37333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1973-Q4,PC,Percentage,0,Units,,,13.77,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1974-Q1,PC,Percentage,0,Units,,,11.32,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1974-Q2,PC,Percentage,0,Units,,,9.543333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1974-Q3,PC,Percentage,0,Units,,,9.606667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1974-Q4,PC,Percentage,0,Units,,,9.14,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1975-Q1,PC,Percentage,0,Units,,,6.626667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1975-Q2,PC,Percentage,0,Units,,,4.92,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1975-Q3,PC,Percentage,0,Units,,,4.156667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1975-Q4,PC,Percentage,0,Units,,,4.133333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1976-Q1,PC,Percentage,0,Units,,,3.796667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1976-Q2,PC,Percentage,0,Units,,,3.843333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1976-Q3,PC,Percentage,0,Units,,,4.53,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1976-Q4,PC,Percentage,0,Units,,,4.823333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1977-Q1,PC,Percentage,0,Units,,,4.74,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1977-Q2,PC,Percentage,0,Units,,,4.446667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1977-Q3,PC,Percentage,0,Units,,,4.186666,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1977-Q4,PC,Percentage,0,Units,,,4.086667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1978-Q1,PC,Percentage,0,Units,,,3.516667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1978-Q2,PC,Percentage,0,Units,,,3.613333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1978-Q3,PC,Percentage,0,Units,,,3.716667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1978-Q4,PC,Percentage,0,Units,,,3.953333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1979-Q1,PC,Percentage,0,Units,,,4.17,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1979-Q2,PC,Percentage,0,Units,,,5.973333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1979-Q3,PC,Percentage,0,Units,,,7.273334,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1979-Q4,PC,Percentage,0,Units,,,9.33,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1980-Q1,PC,Percentage,0,Units,,,9.156667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1980-Q2,PC,Percentage,0,Units,,,10.19667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1980-Q3,PC,Percentage,0,Units,,,9.216666,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1980-Q4,PC,Percentage,0,Units,,,9.576667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1981-Q1,PC,Percentage,0,Units,,,11.24667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1981-Q2,PC,Percentage,0,Units,,,13.16,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1981-Q3,PC,Percentage,0,Units,,,12.78667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1981-Q4,PC,Percentage,0,Units,,,11.22667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1982-Q1,PC,Percentage,0,Units,,,10.2,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1982-Q2,PC,Percentage,0,Units,,,9.263333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1982-Q3,PC,Percentage,0,Units,,,8.88,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1982-Q4,PC,Percentage,0,Units,,,7.17,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1983-Q1,PC,Percentage,0,Units,,,5.7,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1983-Q2,PC,Percentage,0,Units,,,5.366667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1983-Q3,PC,Percentage,0,Units,,,5.72,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1983-Q4,PC,Percentage,0,Units,,,6.32,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1984-Q1,PC,Percentage,0,Units,,,5.976666,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1984-Q2,PC,Percentage,0,Units,,,6.023334,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1984-Q3,PC,Percentage,0,Units,,,5.99,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1984-Q4,PC,Percentage,0,Units,,,5.953333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1985-Q1,PC,Percentage,0,Units,,,6.14,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1985-Q2,PC,Percentage,0,Units,,,5.846667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1985-Q3,PC,Percentage,0,Units,,,4.946667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1985-Q4,PC,Percentage,0,Units,,,4.86,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1986-Q1,PC,Percentage,0,Units,,,4.606667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1986-Q2,PC,Percentage,0,Units,,,4.6,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1986-Q3,PC,Percentage,0,Units,,,4.596667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1986-Q4,PC,Percentage,0,Units,,,4.736667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1987-Q1,PC,Percentage,0,Units,,,4.203333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1987-Q2,PC,Percentage,0,Units,,,3.816667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1987-Q3,PC,Percentage,0,Units,,,3.966667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1987-Q4,PC,Percentage,0,Units,,,4.143333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1988-Q1,PC,Percentage,0,Units,,,3.423333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1988-Q2,PC,Percentage,0,Units,,,3.646667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1988-Q3,PC,Percentage,0,Units,,,5.106667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1988-Q4,PC,Percentage,0,Units,,,5.146667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1989-Q1,PC,Percentage,0,Units,,,6.266667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1989-Q2,PC,Percentage,0,Units,,,6.84,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1989-Q3,PC,Percentage,0,Units,,,7.19,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1989-Q4,PC,Percentage,0,Units,,,8.176666,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1990-Q1,PC,Percentage,0,Units,,,8.363334,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1990-Q2,PC,Percentage,0,Units,,,8.3,B,Break
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1990-Q3,PC,Percentage,0,Units,,,8.393333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1990-Q4,PC,Percentage,0,Units,,,8.896667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1991-Q1,PC,Percentage,0,Units,,,9.173333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1991-Q2,PC,Percentage,0,Units,,,9.106667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1991-Q3,PC,Percentage,0,Units,,,9.243333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1991-Q4,PC,Percentage,0,Units,,,9.463333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1992-Q1,PC,Percentage,0,Units,,,9.613334,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1992-Q2,PC,Percentage,0,Units,,,9.763333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1992-Q3,PC,Percentage,0,Units,,,9.72,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1992-Q4,PC,Percentage,0,Units,,,8.973333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1993-Q1,PC,Percentage,0,Units,,,8.323334,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1993-Q2,PC,Percentage,0,Units,,,7.676667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1993-Q3,PC,Percentage,0,Units,,,6.826667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1993-Q4,PC,Percentage,0,Units,,,6.353333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1994-Q1,PC,Percentage,0,Units,,,5.88,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1994-Q2,PC,Percentage,0,Units,,,5.286667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1994-Q3,PC,Percentage,0,Units,,,5.013333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1994-Q4,PC,Percentage,0,Units,,,5.276667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1995-Q1,PC,Percentage,0,Units,,,5.11,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1995-Q2,PC,Percentage,0,Units,,,4.6,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1995-Q3,PC,Percentage,0,Units,,,4.403333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1995-Q4,PC,Percentage,0,Units,,,4.013333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1996-Q1,PC,Percentage,0,Units,,,3.44,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1996-Q2,PC,Percentage,0,Units,,,3.336667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1996-Q3,PC,Percentage,0,Units,,,3.263333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1996-Q4,PC,Percentage,0,Units,,,3.18,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1997-Q1,PC,Percentage,0,Units,,,3.196667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1997-Q2,PC,Percentage,0,Units,,,3.18,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1997-Q3,PC,Percentage,0,Units,,,3.236667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1997-Q4,PC,Percentage,0,Units,,,3.686667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1998-Q1,PC,Percentage,0,Units,,,3.533333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1998-Q2,PC,Percentage,0,Units,,,3.606667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1998-Q3,PC,Percentage,0,Units,,,3.51,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1998-Q4,PC,Percentage,0,Units,,,3.526667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1999-Q1,PC,Percentage,0,Units,,,3.090733,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1999-Q2,PC,Percentage,0,Units,,,2.634067,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1999-Q3,PC,Percentage,0,Units,,,2.6994,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,1999-Q4,PC,Percentage,0,Units,,,3.4298,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2000-Q1,PC,Percentage,0,Units,,,3.5423,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2000-Q2,PC,Percentage,0,Units,,,4.263,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2000-Q3,PC,Percentage,0,Units,,,4.7376,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2000-Q4,PC,Percentage,0,Units,,,5.024167,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2001-Q1,PC,Percentage,0,Units,,,4.745033,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2001-Q2,PC,Percentage,0,Units,,,4.590766,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2001-Q3,PC,Percentage,0,Units,,,4.267833,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2001-Q4,PC,Percentage,0,Units,,,3.4435,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2002-Q1,PC,Percentage,0,Units,,,3.362233,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2002-Q2,PC,Percentage,0,Units,,,3.446,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2002-Q3,PC,Percentage,0,Units,,,3.357333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2002-Q4,PC,Percentage,0,Units,,,3.1088,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2003-Q1,PC,Percentage,0,Units,,,2.6831,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2003-Q2,PC,Percentage,0,Units,,,2.3619,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2003-Q3,PC,Percentage,0,Units,,,2.139233,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2003-Q4,PC,Percentage,0,Units,,,2.149633,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2004-Q1,PC,Percentage,0,Units,,,2.062933,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2004-Q2,PC,Percentage,0,Units,,,2.082467,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2004-Q3,PC,Percentage,0,Units,,,2.1163,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2004-Q4,PC,Percentage,0,Units,,,2.1636,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2005-Q1,PC,Percentage,0,Units,,,2.1403,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2005-Q2,PC,Percentage,0,Units,,,2.1246,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2005-Q3,PC,Percentage,0,Units,,,2.130333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2005-Q4,PC,Percentage,0,Units,,,2.343467,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2006-Q1,PC,Percentage,0,Units,,,2.611567,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2006-Q2,PC,Percentage,0,Units,,,2.8895,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2006-Q3,PC,Percentage,0,Units,,,3.221367,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2006-Q4,PC,Percentage,0,Units,,,3.594467,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2007-Q1,PC,Percentage,0,Units,,,3.820333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2007-Q2,PC,Percentage,0,Units,,,4.064833,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2007-Q3,PC,Percentage,0,Units,,,4.5005,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2007-Q4,PC,Percentage,0,Units,,,4.724767,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2008-Q1,PC,Percentage,0,Units,,,4.48,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2008-Q2,PC,Percentage,0,Units,,,4.860466,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2008-Q3,PC,Percentage,0,Units,,,4.9818,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2008-Q4,PC,Percentage,0,Units,,,4.214667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2009-Q1,PC,Percentage,0,Units,,,2.0117,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2009-Q2,PC,Percentage,0,Units,,,1.310633,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2009-Q3,PC,Percentage,0,Units,,,0.8692,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2009-Q4,PC,Percentage,0,Units,,,0.7219,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2010-Q1,PC,Percentage,0,Units,,,0.6621333,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2010-Q2,PC,Percentage,0,Units,,,0.6862667,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2010-Q3,PC,Percentage,0,Units,,,0.8749334,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2010-Q4,PC,Percentage,0,Units,,,1.020467,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2011-Q1,PC,Percentage,0,Units,,,1.093133,,
"Short-term interest rates, Per cent per annum",DEU,Germany,Q,2011-Q2,PC,Percentage,0,Units,,,1.411633,,
