Subject,LOCATION,Country,FREQUENCY,TIME,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
"Short-term interest rates, Per cent per annum",NLD,Netherlands,Q,2022-Q1,PC,Percentage,0,Units,,,-0.529,,
"Short-term interest rates, Per cent per annum",NLD,Netherlands,Q,2022-Q2,PC,Percentage,0,Units,,,-0.3576,,
"Short-term interest rates, Per cent per annum",NLD,Netherlands,Q,2022-Q3,PC,Percentage,0,Units,,,0.4807333,,
"Short-term interest rates, Per cent per annum",NLD,Netherlands,Q,2022-Q4,PC,Percentage,0,Units,,,1.772133,,
"Short-term interest rates, Per cent per annum",NLD,Netherlands,Q,2023-Q1,PC,Percentage,0,Units,,,2.631933,,
"Short-term interest rates, Per cent per annum",NLD,Netherlands,Q,2023-Q2,PC,Percentage,0,Units,,,3.356433,,
"Short-term interest rates, Per cent per annum",NLD,Netherlands,Q,2023-Q3,PC,Percentage,0,Units,,,3.777367,,
"Short-term interest rates, Per cent per annum",NLD,Netherlands,Q,2023-Q4,PC,Percentage,0,Units,,,3.956667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1974-Q1,PC,Percentage,0,Units,,,8.71,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1974-Q2,PC,Percentage,0,Units,,,9.18,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1974-Q3,PC,Percentage,0,Units,,,11.21,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1974-Q4,PC,Percentage,0,Units,,,12.5,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1975-Q1,PC,Percentage,0,Units,,,10.21,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1975-Q2,PC,Percentage,0,Units,,,8.5,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1975-Q3,PC,Percentage,0,Units,,,7.253334,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1975-Q4,PC,Percentage,0,Units,,,7.186666,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1976-Q1,PC,Percentage,0,Units,,,7.293334,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1976-Q2,PC,Percentage,0,Units,,,7.71,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1976-Q3,PC,Percentage,0,Units,,,8.866667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1976-Q4,PC,Percentage,0,Units,,,9.753333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1977-Q1,PC,Percentage,0,Units,,,13.37667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1977-Q2,PC,Percentage,0,Units,,,14.21,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1977-Q3,PC,Percentage,0,Units,,,14.72667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1977-Q4,PC,Percentage,0,Units,,,12.46,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1978-Q1,PC,Percentage,0,Units,,,11.92,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1978-Q2,PC,Percentage,0,Units,,,10.91667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1978-Q3,PC,Percentage,0,Units,,,10.15,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1978-Q4,PC,Percentage,0,Units,,,10.91667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1979-Q1,PC,Percentage,0,Units,,,12.79,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1979-Q2,PC,Percentage,0,Units,,,14.41667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1979-Q3,PC,Percentage,0,Units,,,15.10333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1979-Q4,PC,Percentage,0,Units,,,16.19667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1980-Q1,PC,Percentage,0,Units,,,15.73,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1980-Q2,PC,Percentage,0,Units,,,14.14,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1980-Q3,PC,Percentage,0,Units,,,13.49667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1980-Q4,PC,Percentage,0,Units,,,14.1,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1981-Q1,PC,Percentage,0,Units,,,14.72333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1981-Q2,PC,Percentage,0,Units,,,14.49,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1981-Q3,PC,Percentage,0,Units,,,15.65,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1981-Q4,PC,Percentage,0,Units,,,16.16667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1982-Q1,PC,Percentage,0,Units,,,17.16333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1982-Q2,PC,Percentage,0,Units,,,17.08667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1982-Q3,PC,Percentage,0,Units,,,16.78667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1982-Q4,PC,Percentage,0,Units,,,16.99333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1983-Q1,PC,Percentage,0,Units,,,14.63333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1983-Q2,PC,Percentage,0,Units,,,14.81667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1983-Q3,PC,Percentage,0,Units,,,11.38,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1983-Q4,PC,Percentage,0,Units,,,11.51333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1984-Q1,PC,Percentage,0,Units,,,13.54333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1984-Q2,PC,Percentage,0,Units,,,14.78333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1984-Q3,PC,Percentage,0,Units,,,15.55,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1984-Q4,PC,Percentage,0,Units,,,16.21333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1985-Q1,PC,Percentage,0,Units,,,21.35,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1985-Q2,PC,Percentage,0,Units,,,23.35,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1985-Q3,PC,Percentage,0,Units,,,25.78333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1985-Q4,PC,Percentage,0,Units,,,22.73667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1986-Q1,PC,Percentage,0,Units,,,22.72333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1986-Q2,PC,Percentage,0,Units,,,18.20667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1986-Q3,PC,Percentage,0,Units,,,16.32333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1986-Q4,PC,Percentage,0,Units,,,19.04667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1987-Q1,PC,Percentage,0,Units,,,24.93333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1987-Q2,PC,Percentage,0,Units,,,22.69333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1987-Q3,PC,Percentage,0,Units,,,18.55,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1987-Q4,PC,Percentage,0,Units,,,18.26333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1988-Q1,PC,Percentage,0,Units,,,16.57333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1988-Q2,PC,Percentage,0,Units,,,15.99,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1988-Q3,PC,Percentage,0,Units,,,14.63667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1988-Q4,PC,Percentage,0,Units,,,14.37,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1989-Q1,PC,Percentage,0,Units,,,13.50667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1989-Q2,PC,Percentage,0,Units,,,13.45,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1989-Q3,PC,Percentage,0,Units,,,13.26667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1989-Q4,PC,Percentage,0,Units,,,13.93333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1990-Q1,PC,Percentage,0,Units,,,13.80667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1990-Q2,PC,Percentage,0,Units,,,13.63,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1990-Q3,PC,Percentage,0,Units,,,14.28667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1990-Q4,PC,Percentage,0,Units,,,13.84667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1991-Q1,PC,Percentage,0,Units,,,12.09,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1991-Q2,PC,Percentage,0,Units,,,10.42667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1991-Q3,PC,Percentage,0,Units,,,9.33,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1991-Q4,PC,Percentage,0,Units,,,8.016666,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1992-Q1,PC,Percentage,0,Units,,,7.416667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1992-Q2,PC,Percentage,0,Units,,,6.89,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1992-Q3,PC,Percentage,0,Units,,,6.193333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1992-Q4,PC,Percentage,0,Units,,,6.42,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1993-Q1,PC,Percentage,0,Units,,,7.546667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1993-Q2,PC,Percentage,0,Units,,,6.716667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1993-Q3,PC,Percentage,0,Units,,,5.54,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1993-Q4,PC,Percentage,0,Units,,,5.516667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1994-Q1,PC,Percentage,0,Units,,,4.91,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1994-Q2,PC,Percentage,0,Units,,,6.15,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1994-Q3,PC,Percentage,0,Units,,,7.21,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1994-Q4,PC,Percentage,0,Units,,,8.67,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1995-Q1,PC,Percentage,0,Units,,,9.36,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1995-Q2,PC,Percentage,0,Units,,,9.123333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1995-Q3,PC,Percentage,0,Units,,,9.03,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1995-Q4,PC,Percentage,0,Units,,,8.52,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1996-Q1,PC,Percentage,0,Units,,,8.66,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1996-Q2,PC,Percentage,0,Units,,,9.693334,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1996-Q3,PC,Percentage,0,Units,,,9.963333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1996-Q4,PC,Percentage,0,Units,,,8.886666,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1997-Q1,PC,Percentage,0,Units,,,7.53,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1997-Q2,PC,Percentage,0,Units,,,7.156667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1997-Q3,PC,Percentage,0,Units,,,8.063334,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1997-Q4,PC,Percentage,0,Units,,,7.886667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1998-Q1,PC,Percentage,0,Units,,,8.946667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1998-Q2,PC,Percentage,0,Units,,,9.096666,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1998-Q3,PC,Percentage,0,Units,,,6.776667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1998-Q4,PC,Percentage,0,Units,,,4.576667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1999-Q1,PC,Percentage,0,Units,,,4.453333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1999-Q2,PC,Percentage,0,Units,,,4.683333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1999-Q3,PC,Percentage,0,Units,,,4.81,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,1999-Q4,PC,Percentage,0,Units,,,5.373333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2000-Q1,PC,Percentage,0,Units,,,5.956666,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2000-Q2,PC,Percentage,0,Units,,,6.713333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2000-Q3,PC,Percentage,0,Units,,,6.743333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2000-Q4,PC,Percentage,0,Units,,,6.666667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2001-Q1,PC,Percentage,0,Units,,,6.42,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2001-Q2,PC,Percentage,0,Units,,,5.86,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2001-Q3,PC,Percentage,0,Units,,,5.73,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2001-Q4,PC,Percentage,0,Units,,,4.96,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2002-Q1,PC,Percentage,0,Units,,,5.033333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2002-Q2,PC,Percentage,0,Units,,,5.823333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2002-Q3,PC,Percentage,0,Units,,,5.91,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2002-Q4,PC,Percentage,0,Units,,,5.9,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2003-Q1,PC,Percentage,0,Units,,,5.83,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2003-Q2,PC,Percentage,0,Units,,,5.446667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2003-Q3,PC,Percentage,0,Units,,,5.123333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2003-Q4,PC,Percentage,0,Units,,,5.293334,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2004-Q1,PC,Percentage,0,Units,,,5.493333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2004-Q2,PC,Percentage,0,Units,,,5.853333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2004-Q3,PC,Percentage,0,Units,,,6.443333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2004-Q4,PC,Percentage,0,Units,,,6.726666,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2005-Q1,PC,Percentage,0,Units,,,6.86,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2005-Q2,PC,Percentage,0,Units,,,7.043334,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2005-Q3,PC,Percentage,0,Units,,,7.05,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2005-Q4,PC,Percentage,0,Units,,,7.493333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2006-Q1,PC,Percentage,0,Units,,,7.553333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2006-Q2,PC,Percentage,0,Units,,,7.476666,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2006-Q3,PC,Percentage,0,Units,,,7.51,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2006-Q4,PC,Percentage,0,Units,,,7.643333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2007-Q1,PC,Percentage,0,Units,,,7.776667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2007-Q2,PC,Percentage,0,Units,,,8.13,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2007-Q3,PC,Percentage,0,Units,,,8.656667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2007-Q4,PC,Percentage,0,Units,,,8.77,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2008-Q1,PC,Percentage,0,Units,,,8.826667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2008-Q2,PC,Percentage,0,Units,,,8.753333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2008-Q3,PC,Percentage,0,Units,,,8.203333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2008-Q4,PC,Percentage,0,Units,,,6.303333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2009-Q1,PC,Percentage,0,Units,,,3.673333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2009-Q2,PC,Percentage,0,Units,,,2.906667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2009-Q3,PC,Percentage,0,Units,,,2.773333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2009-Q4,PC,Percentage,0,Units,,,2.79,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2010-Q1,PC,Percentage,0,Units,,,2.726667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2010-Q2,PC,Percentage,0,Units,,,2.883333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2010-Q3,PC,Percentage,0,Units,,,3.22,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2010-Q4,PC,Percentage,0,Units,,,3.173333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2011-Q1,PC,Percentage,0,Units,,,3.003333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2011-Q2,PC,Percentage,0,Units,,,2.653333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2011-Q3,PC,Percentage,0,Units,,,2.83,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2011-Q4,PC,Percentage,0,Units,,,2.713333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2012-Q1,PC,Percentage,0,Units,,,2.743333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2012-Q2,PC,Percentage,0,Units,,,2.646667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2012-Q3,PC,Percentage,0,Units,,,2.65,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2012-Q4,PC,Percentage,0,Units,,,2.646667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2013-Q1,PC,Percentage,0,Units,,,2.653333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2013-Q2,PC,Percentage,0,Units,,,2.643333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2013-Q3,PC,Percentage,0,Units,,,2.643333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2013-Q4,PC,Percentage,0,Units,,,2.686667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2014-Q1,PC,Percentage,0,Units,,,2.953333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2014-Q2,PC,Percentage,0,Units,,,3.38,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2014-Q3,PC,Percentage,0,Units,,,3.69,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2014-Q4,PC,Percentage,0,Units,,,3.673333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2015-Q1,PC,Percentage,0,Units,,,3.643333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2015-Q2,PC,Percentage,0,Units,,,3.496667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2015-Q3,PC,Percentage,0,Units,,,2.976667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2015-Q4,PC,Percentage,0,Units,,,2.846667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2016-Q1,PC,Percentage,0,Units,,,2.593333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2016-Q2,PC,Percentage,0,Units,,,2.363333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2016-Q3,PC,Percentage,0,Units,,,2.28,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2016-Q4,PC,Percentage,0,Units,,,2.083333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2017-Q1,PC,Percentage,0,Units,,,1.993333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2017-Q2,PC,Percentage,0,Units,,,1.966667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2017-Q3,PC,Percentage,0,Units,,,1.953333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2017-Q4,PC,Percentage,0,Units,,,1.916667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2018-Q1,PC,Percentage,0,Units,,,1.906667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2018-Q2,PC,Percentage,0,Units,,,2.013333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2018-Q3,PC,Percentage,0,Units,,,1.916667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2018-Q4,PC,Percentage,0,Units,,,1.95,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2019-Q1,PC,Percentage,0,Units,,,1.896667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2019-Q2,PC,Percentage,0,Units,,,1.71,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2019-Q3,PC,Percentage,0,Units,,,1.316667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2019-Q4,PC,Percentage,0,Units,,,1.153333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2020-Q1,PC,Percentage,0,Units,,,1.053333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2020-Q2,PC,Percentage,0,Units,,,0.31,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2020-Q3,PC,Percentage,0,Units,,,0.2966667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2020-Q4,PC,Percentage,0,Units,,,0.2666667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2021-Q1,PC,Percentage,0,Units,,,0.2966667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2021-Q2,PC,Percentage,0,Units,,,0.34,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2021-Q3,PC,Percentage,0,Units,,,0.5033333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2021-Q4,PC,Percentage,0,Units,,,0.8133333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2022-Q1,PC,Percentage,0,Units,,,1.243333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2022-Q2,PC,Percentage,0,Units,,,2.236667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2022-Q3,PC,Percentage,0,Units,,,3.326667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2022-Q4,PC,Percentage,0,Units,,,4.256667,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2023-Q1,PC,Percentage,0,Units,,,4.99,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2023-Q2,PC,Percentage,0,Units,,,5.613333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2023-Q3,PC,Percentage,0,Units,,,5.663333,,
"Short-term interest rates, Per cent per annum",NZL,New Zealand,Q,2023-Q4,PC,Percentage,0,Units,,,5.646667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1979-Q1,PC,Percentage,0,Units,,,9,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1979-Q2,PC,Percentage,0,Units,,,9.1,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1979-Q3,PC,Percentage,0,Units,,,10.8,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1979-Q4,PC,Percentage,0,Units,,,13.96667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1980-Q1,PC,Percentage,0,Units,,,12.7,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1980-Q2,PC,Percentage,0,Units,,,12.46667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1980-Q3,PC,Percentage,0,Units,,,11.7,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1980-Q4,PC,Percentage,0,Units,,,12.06667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1981-Q1,PC,Percentage,0,Units,,,12.16667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1981-Q2,PC,Percentage,0,Units,,,12.53333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1981-Q3,PC,Percentage,0,Units,,,13.36667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1981-Q4,PC,Percentage,0,Units,,,14.43333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1982-Q1,PC,Percentage,0,Units,,,14.33333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1982-Q2,PC,Percentage,0,Units,,,16.5,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1982-Q3,PC,Percentage,0,Units,,,15.4,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1982-Q4,PC,Percentage,0,Units,,,15.23333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1983-Q1,PC,Percentage,0,Units,,,13.76667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1983-Q2,PC,Percentage,0,Units,,,13.43333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1983-Q3,PC,Percentage,0,Units,,,13.06667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1983-Q4,PC,Percentage,0,Units,,,12.93333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1984-Q1,PC,Percentage,0,Units,,,13.16667,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1984-Q2,PC,Percentage,0,Units,,,12.93333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1984-Q3,PC,Percentage,0,Units,,,12.83333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1984-Q4,PC,Percentage,0,Units,,,13.13333,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1985-Q1,PC,Percentage,0,Units,,,12.5,,
"Short-term interest rates, Per cent per annum",NOR,Norway,Q,1985-Q2,PC,Percentage,0,Units,,,12.6,,
